source_row,dataset_id,food_name,category,before_filename,before_mass_g,after_filename,after_mass_g,observer_score,status,reason
603,619,Sop buncis soun,040,040_595_DSC_0637_bef.JPG,53,040_595_DSC_0661_aft.JPG,0,7,missing_image,"missing:040_595_DSC_0637_bef.JPG,040_595_DSC_0661_aft.JPG"
604,620,Sop buncis soun,040,040_596_DSC_0636_bef.JPG,42,040_596_DSC_0657_aft.JPG,42,1,missing_image,"missing:040_596_DSC_0636_bef.JPG,040_596_DSC_0657_aft.JPG"
605,622,Sop buncis soun,040,040_598_DSC_0632_bef.JPG,50,040_598_DSC_0691_aft.JPG,17,5,missing_image,"missing:040_598_DSC_0632_bef.JPG,040_598_DSC_0691_aft.JPG"
606,623,Sop buncis soun,040,040_599_DSC_0635_bef.JPG,32,040_599_DSC_0692_aft.JPG,31,1,missing_image,"missing:040_599_DSC_0635_bef.JPG,040_599_DSC_0692_aft.JPG"
607,624,Sop buncis soun,040,040_600_DSC_0647_bef.JPG,52,040_600_DSC_0669_aft.JPG,17,4,missing_image,"missing:040_600_DSC_0647_bef.JPG,040_600_DSC_0669_aft.JPG"
608,625,Sop buncis soun,040,040_601_DSC_0631_bef.JPG,44,040_601_DSC_0682_aft.JPG,42,3,missing_image,"missing:040_601_DSC_0631_bef.JPG,040_601_DSC_0682_aft.JPG"
609,626,Sop buncis soun,040,040_602_DSC_0643_bef.JPG,43,040_602_DSC_0677_aft.JPG,42,2,missing_image,"missing:040_602_DSC_0643_bef.JPG,040_602_DSC_0677_aft.JPG"
610,627,Sop buncis soun,040,040_603_DSC_0644_bef.JPG,56,040_603_DSC_0678_aft.JPG,40,6,missing_image,"missing:040_603_DSC_0644_bef.JPG,040_603_DSC_0678_aft.JPG"
611,628,Asam asam buncis,041,041_604_DSC_0745_bef.JPG,62,041_604_DSC_0802_aft.JPG,58,2,missing_image,"missing:041_604_DSC_0745_bef.JPG,041_604_DSC_0802_aft.JPG"
612,629,Asam asam buncis,041,041_605_DSC_0746_bef.JPG,39,041_605_DSC_0807_aft.JPG,0,7,missing_image,"missing:041_605_DSC_0746_bef.JPG,041_605_DSC_0807_aft.JPG"
613,630,Asam asam buncis,041,041_606_DSC_0744_bef.JPG,36,041_606_DSC_0791_aft.JPG,17,7,missing_image,"missing:041_606_DSC_0744_bef.JPG,041_606_DSC_0791_aft.JPG"
614,631,Asam asam buncis,041,041_607_DSC_0747_bef.JPG,43,041_607_DSC_0783_aft.JPG,0,7,missing_image,"missing:041_607_DSC_0747_bef.JPG,041_607_DSC_0783_aft.JPG"
615,632,Asam asam buncis,041,041_608_DSC_0729_bef.JPG,31,041_608_DSC_0758_aft.JPG,1,6,missing_image,"missing:041_608_DSC_0729_bef.JPG,041_608_DSC_0758_aft.JPG"
616,633,Asam asam buncis,041,041_609_DSC_0754_bef.JPG,43,041_609_DSC_0762_aft.JPG,44,1,missing_image,"missing:041_609_DSC_0754_bef.JPG,041_609_DSC_0762_aft.JPG"
617,634,Asam asam buncis,041,041_610_DSC_0747_bef.JPG,41,041_610_DSC_0792_aft.JPG,0,7,missing_image,"missing:041_610_DSC_0747_bef.JPG,041_610_DSC_0792_aft.JPG"
618,635,Asam asam buncis,041,041_611_DSC_0748_bef.JPG,55,041_611_DSC_0797_aft.JPG,21,3,missing_image,"missing:041_611_DSC_0748_bef.JPG,041_611_DSC_0797_aft.JPG"
619,636,Asam asam buncis,041,041_612_DSC_0730_bef.JPG,37,041_612_DSC_0769_aft.JPG,38,2,missing_image,"missing:041_612_DSC_0730_bef.JPG,041_612_DSC_0769_aft.JPG"
620,637,Asam asam buncis,041,041_613_DSC_0748_bef.JPG,48,041_613_DSC_0778_aft.JPG,48,1,missing_image,"missing:041_613_DSC_0748_bef.JPG,041_613_DSC_0778_aft.JPG"
621,638,Asam asam buncis,041,041_614_DSC_0731_bef.JPG,40,041_614_DSC_0773_aft.JPG,37,2,missing_image,"missing:041_614_DSC_0731_bef.JPG,041_614_DSC_0773_aft.JPG"
622,639,Asam asam buncis,041,041_615_DSC_0732_bef.JPG,25,041_615_DSC_0777_aft.JPG,25,2,missing_image,"missing:041_615_DSC_0732_bef.JPG,041_615_DSC_0777_aft.JPG"
623,640,Asam asam buncis,041,041_696_DSC_0625_bef.JPG,42,041_696_DSC_0636_aft.JPG,42,1,missing_image,"missing:041_696_DSC_0625_bef.JPG,041_696_DSC_0636_aft.JPG"
624,641,Asam asam buncis,041,041_697_DSC_0626_bef.JPG,38,041_697_DSC_0643_aft.JPG,0,7,missing_image,"missing:041_697_DSC_0626_bef.JPG,041_697_DSC_0643_aft.JPG"
625,642,Asam asam buncis,041,041_698_DSC_0618_bef.JPG,44,041_698_DSC_0631_aft.JPG,11,5,missing_image,"missing:041_698_DSC_0618_bef.JPG,041_698_DSC_0631_aft.JPG"
626,643,Bening Bayam Labu Siam,042,042_616_DSC_0813_bef.JPG,45,042_616_DSC_0880_aft.JPG,15,6,missing_image,"missing:042_616_DSC_0813_bef.JPG,042_616_DSC_0880_aft.JPG"
627,644,Bening Bayam Labu Siam,042,042_617_DSC_0818_bef.JPG,60,042_617_DSC_0910_aft.JPG,21,4,missing_image,"missing:042_617_DSC_0818_bef.JPG,042_617_DSC_0910_aft.JPG"
628,646,Bening Bayam Labu Siam,042,042_619_DSC_0858_bef.JPG,39,042_619_DSC_0877_aft.JPG,27,4,missing_image,"missing:042_619_DSC_0858_bef.JPG,042_619_DSC_0877_aft.JPG"
629,647,Bening Bayam Labu Siam,042,042_620_DSC_0856_bef.JPG,36,042_620_DSC_0867_aft.JPG,2,6,missing_image,"missing:042_620_DSC_0856_bef.JPG,042_620_DSC_0867_aft.JPG"
630,648,Bening Bayam Labu Siam,042,042_621_DSC_0857_bef.JPG,40,042_621_DSC_0866_aft.JPG,0,6,missing_image,"missing:042_621_DSC_0857_bef.JPG,042_621_DSC_0866_aft.JPG"
631,649,Bening Bayam Labu Siam,042,042_622_DSC_0812_bef.JPG,29,042_622_DSC_0908_aft.JPG,25,1,missing_image,"missing:042_622_DSC_0812_bef.JPG,042_622_DSC_0908_aft.JPG"
632,650,Bening Bayam Labu Siam,042,042_623_DSC_0814_bef.JPG,42,042_623_DSC_0885_aft.JPG,2,6,missing_image,"missing:042_623_DSC_0814_bef.JPG,042_623_DSC_0885_aft.JPG"
633,651,Bening Bayam Labu Siam,042,042_624_DSC_0815_bef.JPG,49,042_624_DSC_0892_aft.JPG,47,3,missing_image,"missing:042_624_DSC_0815_bef.JPG,042_624_DSC_0892_aft.JPG"
634,652,Bening Bayam Labu Siam,042,042_625_DSC_0816_bef.JPG,50,042_625_DSC_0898_aft.JPG,49,1,missing_image,"missing:042_625_DSC_0816_bef.JPG,042_625_DSC_0898_aft.JPG"
635,653,Sop kembang tahu Wortel,043,043_627_DSC_0937_bef.JPG,29,043_627_DSC_0980_aft.JPG,1,7,missing_image,"missing:043_627_DSC_0937_bef.JPG,043_627_DSC_0980_aft.JPG"
636,654,Sop kembang tahu Wortel,043,043_628_DSC_0938_bef.JPG,27,043_628_DSC_0984_aft.JPG,19,4,missing_image,"missing:043_628_DSC_0938_bef.JPG,043_628_DSC_0984_aft.JPG"
637,655,Kare Wortel Labu Siam,044,044_636_DSC_0027_bef.JPG,45,044_636_DSC_0091_aft.JPG,0,7,missing_image,"missing:044_636_DSC_0027_bef.JPG,044_636_DSC_0091_aft.JPG"
638,656,Kare Wortel Labu Siam,044,044_637_DSC_0026_bef.JPG,41,044_637_DSC_0087_aft.JPG,41,1,missing_image,"missing:044_637_DSC_0026_bef.JPG,044_637_DSC_0087_aft.JPG"
639,657,Kare Wortel Labu Siam,044,044_638_DSC_0025_bef.JPG,34,044_638_DSC_0086_aft.JPG,10,6,missing_image,"missing:044_638_DSC_0025_bef.JPG,044_638_DSC_0086_aft.JPG"
640,658,Kare Wortel Labu Siam,044,044_639_DSC_0048_bef.JPG,36,044_639_DSC_0087_aft.JPG,0,7,missing_image,"missing:044_639_DSC_0048_bef.JPG,044_639_DSC_0087_aft.JPG"
641,659,Kare Wortel Labu Siam,044,044_640_DSC_0047_bef.JPG,49,044_640_DSC_0076_aft.JPG,46,2,missing_image,"missing:044_640_DSC_0047_bef.JPG,044_640_DSC_0076_aft.JPG"
642,660,Kare Wortel Labu Siam,044,044_641_DSC_0059_bef.JPG,35,044_641_DSC_0095_aft.JPG,35,1,missing_image,"missing:044_641_DSC_0059_bef.JPG,044_641_DSC_0095_aft.JPG"
643,661,Kare Wortel Labu Siam,044,044_642_DSC_0060_bef.JPG,49,044_642_DSC_0101_aft.JPG,13,6,missing_image,"missing:044_642_DSC_0060_bef.JPG,044_642_DSC_0101_aft.JPG"
644,663,Kare Wortel Labu Siam,044,044_644_DSC_0062_bef.JPG,52,044_644_DSC_0113_aft.JPG,51,1,missing_image,"missing:044_644_DSC_0062_bef.JPG,044_644_DSC_0113_aft.JPG"
645,664,Kare Wortel Labu Siam,044,044_645_DSC_0024_bef.JPG,62,044_645_DSC_0107_aft.JPG,0,7,missing_image,"missing:044_645_DSC_0024_bef.JPG,044_645_DSC_0107_aft.JPG"
646,665,Sayur Labu Siam kacang Panjang,045,045_646_DSC_0141_bef.JPG,46,045_646_DSC_0180_aft.JPG,45,1,missing_image,"missing:045_646_DSC_0141_bef.JPG,045_646_DSC_0180_aft.JPG"
647,666,Sayur Labu Siam kacang Panjang,045,045_647_DSC_0142_bef.JPG,34,045_647_DSC_0182_aft.JPG,0,7,missing_image,"missing:045_647_DSC_0142_bef.JPG,045_647_DSC_0182_aft.JPG"
648,667,Sayur Labu Siam kacang Panjang,045,045_648_DSC_0145_bef.JPG,35,045_648_DSC_0194_aft.JPG,0,7,missing_image,"missing:045_648_DSC_0145_bef.JPG,045_648_DSC_0194_aft.JPG"
649,668,Sayur Labu Siam kacang Panjang,045,045_649_DSC_0146_bef.JPG,21,045_649_DSC_0193_aft.JPG,21,1,missing_image,"missing:045_649_DSC_0146_bef.JPG,045_649_DSC_0193_aft.JPG"
650,669,Sayur Labu Siam kacang Panjang,045,045_650_DSC_0143_bef.JPG,38,045_650_DSC_0173_aft.JPG,36,1,missing_image,"missing:045_650_DSC_0143_bef.JPG,045_650_DSC_0173_aft.JPG"
651,670,Sayur Labu Siam kacang Panjang,045,045_651_DSC_0144_bef.JPG,39,045_651_DSC_0175_aft.JPG,0,7,missing_image,"missing:045_651_DSC_0144_bef.JPG,045_651_DSC_0175_aft.JPG"
652,671,Sayur Labu Siam kacang Panjang,045,045_652_DSC_0137_bef.JPG,40,045_652_DSC_0207_aft.JPG,36,2,missing_image,"missing:045_652_DSC_0137_bef.JPG,045_652_DSC_0207_aft.JPG"
653,672,Sayur Labu Siam kacang Panjang,045,045_653_DSC_0138_bef.JPG,43,045_653_DSC_0215_aft.JPG,29,3,missing_image,"missing:045_653_DSC_0138_bef.JPG,045_653_DSC_0215_aft.JPG"
654,673,Sayur Labu Siam kacang Panjang,045,045_654_DSC_0139_bef.JPG,39,045_654_DSC_0203_aft.JPG,4,6,missing_image,"missing:045_654_DSC_0139_bef.JPG,045_654_DSC_0203_aft.JPG"
655,674,Sayur Labu Siam kacang Panjang,045,045_655_DSC_0140_bef.JPG,45,045_655_DSC_0211_aft.JPG,46,1,missing_image,"missing:045_655_DSC_0140_bef.JPG,045_655_DSC_0211_aft.JPG"
656,675,Sayur Labu Siam kacang Panjang,045,045_656_DSC_0142_bef.JPG,51,045_656_DSC_0199_aft.JPG,0,7,missing_image,"missing:045_656_DSC_0142_bef.JPG,045_656_DSC_0199_aft.JPG"
657,676,Urap urap,046,046_657_DSC_0230_bef.JPG,79,046_657_DSC_0274_aft.JPG,79,1,missing_image,"missing:046_657_DSC_0230_bef.JPG,046_657_DSC_0274_aft.JPG"
658,677,Urap urap,046,046_658_DSC_0252_bef.JPG,82,046_658_DSC_0305_aft.JPG,81,1,missing_image,"missing:046_658_DSC_0252_bef.JPG,046_658_DSC_0305_aft.JPG"
659,678,Urap urap,046,046_659_DSC_0255_bef.JPG,98,046_659_DSC_0309_aft.JPG,13,7,missing_image,"missing:046_659_DSC_0255_bef.JPG,046_659_DSC_0309_aft.JPG"
660,679,sop wortel labu Siam,047,047_675_DSC_0446_bef.JPG,45,047_675_DSC_0476_aft.JPG,30,3,missing_image,"missing:047_675_DSC_0446_bef.JPG,047_675_DSC_0476_aft.JPG"
661,680,sop wortel labu Siam,047,047_676_DSC_0447_bef.JPG,51,047_676_DSC_0477_aft.JPG,25,4,missing_image,"missing:047_676_DSC_0447_bef.JPG,047_676_DSC_0477_aft.JPG"
662,681,sop wortel labu Siam,047,047_677_DSC_0449_bef.JPG,42,047_677_DSC_0478_aft.JPG,15,5,missing_image,"missing:047_677_DSC_0449_bef.JPG,047_677_DSC_0478_aft.JPG"
663,682,sop wortel labu Siam,047,047_678_DSC_0453_bef.JPG,53,047_678_DSC_0456_aft.JPG,4,6,missing_image,"missing:047_678_DSC_0453_bef.JPG,047_678_DSC_0456_aft.JPG"
664,684,sop wortel labu Siam,047,047_680_DSC_0445_bef.JPG,50,047_680_DSC_0489_aft.JPG,49,1,missing_image,"missing:047_680_DSC_0445_bef.JPG,047_680_DSC_0489_aft.JPG"
665,685,sop wortel labu Siam,047,047_681_DSC_0439_bef.JPG,43,047_681_DSC_0468_aft.JPG,43,1,missing_image,"missing:047_681_DSC_0439_bef.JPG,047_681_DSC_0468_aft.JPG"
666,686,sop wortel labu Siam,047,047_682_DSC_0438_bef.JPG,42,047_682_DSC_0466_aft.JPG,30,3,missing_image,"missing:047_682_DSC_0438_bef.JPG,047_682_DSC_0466_aft.JPG"
667,687,sop wortel labu Siam,047,047_683_DSC_0437_bef.JPG,38,047_683_DSC_0473_aft.JPG,38,1,missing_image,"missing:047_683_DSC_0437_bef.JPG,047_683_DSC_0473_aft.JPG"
668,688,sop wortel labu Siam,047,047_684_DSC_0452_bef.JPG,50,047_684_DSC_0459_aft.JPG,50,1,missing_image,"missing:047_684_DSC_0452_bef.JPG,047_684_DSC_0459_aft.JPG"
669,689,sayur buncis soun,048,048_685_DSC_0542_bef.JPG,37,048_685_DSC_0587_aft.JPG,37,1,missing_image,"missing:048_685_DSC_0542_bef.JPG,048_685_DSC_0587_aft.JPG"
670,690,sayur buncis soun,048,048_688_DSC_0528_bef.JPG,36,048_688_DSC_0581_aft.JPG,0,7,missing_image,"missing:048_688_DSC_0528_bef.JPG,048_688_DSC_0581_aft.JPG"
671,691,sayur buncis soun,048,048_689_DSC_0529_bef.JPG,27,048_689_DSC_0582_aft.JPG,0,7,missing_image,"missing:048_689_DSC_0529_bef.JPG,048_689_DSC_0582_aft.JPG"
672,692,sayur buncis soun,048,048_690_DSC_0515_bef.JPG,40,048_690_DSC_0566_aft.JPG,10,6,missing_image,"missing:048_690_DSC_0515_bef.JPG,048_690_DSC_0566_aft.JPG"
673,693,sayur buncis soun,048,048_691_DSC_0516_bef.JPG,45,048_691_DSC_0562_aft.JPG,0,7,missing_image,"missing:048_691_DSC_0516_bef.JPG,048_691_DSC_0562_aft.JPG"
674,694,sayur buncis soun,048,048_692_DSC_0517_bef.JPG,27,048_692_DSC_0557_aft.JPG,0,7,missing_image,"missing:048_692_DSC_0517_bef.JPG,048_692_DSC_0557_aft.JPG"
675,695,sayur buncis soun,048,048_693_DSC_0525_bef.JPG,20,048_693_DSC_0573_aft.JPG,20,1,missing_image,"missing:048_693_DSC_0525_bef.JPG,048_693_DSC_0573_aft.JPG"
676,696,sayur buncis soun,048,048_694_DSC_0526_bef.JPG,20,048_694_DSC_0572_aft.JPG,19,1,missing_image,"missing:048_694_DSC_0526_bef.JPG,048_694_DSC_0572_aft.JPG"
677,697,sayur buncis soun,048,048_695_DSC_0527_bef.JPG,21,048_695_DSC_0603_aft.JPG,20,4,missing_image,"missing:048_695_DSC_0527_bef.JPG,048_695_DSC_0603_aft.JPG"
678,698,Sayur buncis soun kacang merah,049,049_686_DSC_0546_bef.JPG,50,049_686_DSC_0594_aft.JPG,22,4,missing_image,"missing:049_686_DSC_0546_bef.JPG,049_686_DSC_0594_aft.JPG"
679,699,Sayur buncis soun kacang merah,049,049_687_DSC_0547_bef.JPG,39,049_687_DSC_0597_aft.JPG,4,6,missing_image,"missing:049_687_DSC_0547_bef.JPG,049_687_DSC_0597_aft.JPG"
