sample_id,original_after_path,wrong_after_path,source_sample_id,rule,scope
lefood-0440,leftover dataset/data_after/026/026_398_DSC_0234_aft.JPG,leftover dataset/data_after/026/026_399_DSC_0245_aft.JPG,lefood-0441,within_category_cyclic,evaluation
lefood-0441,leftover dataset/data_after/026/026_399_DSC_0245_aft.JPG,leftover dataset/data_after/026/026_400_DSC_0250_aft.JPG,lefood-0442,within_category_cyclic,evaluation
lefood-0442,leftover dataset/data_after/026/026_400_DSC_0250_aft.JPG,leftover dataset/data_after/026/026_487_DSC_0176_aft.JPG,lefood-0443,within_category_cyclic,evaluation
lefood-0443,leftover dataset/data_after/026/026_487_DSC_0176_aft.JPG,leftover dataset/data_after/026/026_488_DSC_0184_aft.JPG,lefood-0444,within_category_cyclic,evaluation
lefood-0444,leftover dataset/data_after/026/026_488_DSC_0184_aft.JPG,leftover dataset/data_after/026/026_489_DSC_0188_aft.JPG,lefood-0445,within_category_cyclic,evaluation
lefood-0445,leftover dataset/data_after/026/026_489_DSC_0188_aft.JPG,leftover dataset/data_after/026/026_490_DSC_0191_aft.JPG,lefood-0446,within_category_cyclic,evaluation
lefood-0446,leftover dataset/data_after/026/026_490_DSC_0191_aft.JPG,leftover dataset/data_after/026/026_491_DSC_0171_aft.JPG,lefood-0447,within_category_cyclic,evaluation
lefood-0447,leftover dataset/data_after/026/026_491_DSC_0171_aft.JPG,leftover dataset/data_after/026/026_492_DSC_0179_aft.JPG,lefood-0448,within_category_cyclic,evaluation
lefood-0448,leftover dataset/data_after/026/026_492_DSC_0179_aft.JPG,leftover dataset/data_after/026/026_493_DSC_0206_aft.JPG,lefood-0449,within_category_cyclic,evaluation
lefood-0449,leftover dataset/data_after/026/026_493_DSC_0206_aft.JPG,leftover dataset/data_after/026/026_494_DSC_0214_aft.JPG,lefood-0450,within_category_cyclic,evaluation
lefood-0450,leftover dataset/data_after/026/026_494_DSC_0214_aft.JPG,leftover dataset/data_after/026/026_495_DSC_0202_aft.JPG,lefood-0451,within_category_cyclic,evaluation
lefood-0451,leftover dataset/data_after/026/026_495_DSC_0202_aft.JPG,leftover dataset/data_after/026/026_496_DSC_0210_aft.JPG,lefood-0452,within_category_cyclic,evaluation
lefood-0452,leftover dataset/data_after/026/026_496_DSC_0210_aft.JPG,leftover dataset/data_after/026/026_497_DSC_0198_aft.JPG,lefood-0453,within_category_cyclic,evaluation
lefood-0453,leftover dataset/data_after/026/026_497_DSC_0198_aft.JPG,leftover dataset/data_after/026/026_393_DSC_0229_aft.JPG,lefood-0435,within_category_cyclic,evaluation
lefood-0504,leftover dataset/data_after/031/031_433_DSC_0689_aft.JPG,leftover dataset/data_after/031/031_434_DSC_0656_aft.JPG,lefood-0505,within_category_cyclic,evaluation
lefood-0505,leftover dataset/data_after/031/031_434_DSC_0656_aft.JPG,leftover dataset/data_after/031/031_435_DSC_0659_aft.JPG,lefood-0506,within_category_cyclic,evaluation
lefood-0506,leftover dataset/data_after/031/031_435_DSC_0659_aft.JPG,leftover dataset/data_after/031/031_436_DSC_0662_aft.JPG,lefood-0507,within_category_cyclic,evaluation
lefood-0507,leftover dataset/data_after/031/031_436_DSC_0662_aft.JPG,leftover dataset/data_after/031/031_437_DSC_0671_aft.JPG,lefood-0508,within_category_cyclic,evaluation
lefood-0508,leftover dataset/data_after/031/031_437_DSC_0671_aft.JPG,leftover dataset/data_after/031/031_438_DSC_0693_aft.JPG,lefood-0509,within_category_cyclic,evaluation
lefood-0509,leftover dataset/data_after/031/031_438_DSC_0693_aft.JPG,leftover dataset/data_after/031/031_439_DSC_0690_aft.JPG,lefood-0510,within_category_cyclic,evaluation
lefood-0510,leftover dataset/data_after/031/031_439_DSC_0690_aft.JPG,leftover dataset/data_after/031/031_440_DSC_0665_aft.JPG,lefood-0511,within_category_cyclic,evaluation
lefood-0511,leftover dataset/data_after/031/031_440_DSC_0665_aft.JPG,leftover dataset/data_after/031/031_441_DSC_0683_aft.JPG,lefood-0512,within_category_cyclic,evaluation
lefood-0512,leftover dataset/data_after/031/031_441_DSC_0683_aft.JPG,leftover dataset/data_after/031/031_442_DSC_0675_aft.JPG,lefood-0513,within_category_cyclic,evaluation
lefood-0513,leftover dataset/data_after/031/031_442_DSC_0675_aft.JPG,leftover dataset/data_after/031/031_443_DSC_0680_aft.JPG,lefood-0514,within_category_cyclic,evaluation
lefood-0514,leftover dataset/data_after/031/031_443_DSC_0680_aft.JPG,leftover dataset/data_after/031/031_526_DSC_0590_aft.JPG,lefood-0515,within_category_cyclic,evaluation
lefood-0515,leftover dataset/data_after/031/031_526_DSC_0590_aft.JPG,leftover dataset/data_after/031/031_527_DSC_0593_aft.JPG,lefood-0516,within_category_cyclic,evaluation
lefood-0516,leftover dataset/data_after/031/031_527_DSC_0593_aft.JPG,leftover dataset/data_after/031/031_528_DSC_0596_aft.JPG,lefood-0517,within_category_cyclic,evaluation
lefood-0517,leftover dataset/data_after/031/031_528_DSC_0596_aft.JPG,leftover dataset/data_after/031/031_529_DSC_0579_aft.JPG,lefood-0518,within_category_cyclic,evaluation
lefood-0518,leftover dataset/data_after/031/031_529_DSC_0579_aft.JPG,leftover dataset/data_after/031/031_530_DSC_0583_aft.JPG,lefood-0519,within_category_cyclic,evaluation
lefood-0519,leftover dataset/data_after/031/031_530_DSC_0583_aft.JPG,leftover dataset/data_after/031/031_531_DSC_0565_aft.JPG,lefood-0520,within_category_cyclic,evaluation
lefood-0520,leftover dataset/data_after/031/031_531_DSC_0565_aft.JPG,leftover dataset/data_after/031/031_532_DSC_0558_aft.JPG,lefood-0521,within_category_cyclic,evaluation
lefood-0521,leftover dataset/data_after/031/031_532_DSC_0558_aft.JPG,leftover dataset/data_after/031/031_533_DSC_0555_aft.JPG,lefood-0522,within_category_cyclic,evaluation
lefood-0522,leftover dataset/data_after/031/031_533_DSC_0555_aft.JPG,leftover dataset/data_after/031/031_534_DSC_0577_aft.JPG,lefood-0523,within_category_cyclic,evaluation
lefood-0523,leftover dataset/data_after/031/031_534_DSC_0577_aft.JPG,leftover dataset/data_after/031/031_535_DSC_0568_aft.JPG,lefood-0524,within_category_cyclic,evaluation
lefood-0524,leftover dataset/data_after/031/031_535_DSC_0568_aft.JPG,leftover dataset/data_after/031/031_536_DSC_0599_aft.JPG,lefood-0525,within_category_cyclic,evaluation
lefood-0525,leftover dataset/data_after/031/031_536_DSC_0599_aft.JPG,leftover dataset/data_after/031/031_433_DSC_0689_aft.JPG,lefood-0504,within_category_cyclic,evaluation
